,contractID,symbol,expiration,strike,type,last,mark,bid,bid_size,ask,ask_size,volume,open_interest,date,implied_volatility,delta,gamma,theta,vega,rho
295,AAPL251205P00390000,AAPL,2025-12-05,390.00,put,0.00,114.25,112.95,20,115.55,50,0,0,2025-11-24,1.03437,-0.96643,0.00151,-0.12765,0.03576,-0.11479
297,AAPL251205P00395000,AAPL,2025-12-05,395.00,put,0.00,119.25,117.85,20,120.65,50,0,0,2025-11-24,1.07339,-0.96607,0.00147,-0.13502,0.03608,-0.11627
299,AAPL251205P00400000,AAPL,2025-12-05,400.00,put,0.00,124.25,122.95,20,125.55,50,0,0,2025-11-24,1.09290,-0.96829,0.00136,-0.12789,0.03412,-0.11795
300,AAPL251212C00110000,AAPL,2025-12-12,110.00,call,0.00,165.98,164.40,15,167.55,45,0,0,2025-11-24,0.01976,1.0,0.00000,-0.01167,0.00000,0.05414
302,AAPL251212C00120000,AAPL,2025-12-12,120.00,call,154.48,156.05,154.50,15,157.60,45,0,1,2025-11-24,0.01976,1.0,0.00000,-0.01273,0.00000,0.05906
304,AAPL251212C00125000,AAPL,2025-12-12,125.00,call,0.00,151.12,149.65,15,152.60,45,0,0,2025-11-24,0.01976,1.0,0.00000,-0.01326,0.00000,0.06153
306,AAPL251212C00130000,AAPL,2025-12-12,130.00,call,0.00,146.05,144.50,15,147.60,45,0,0,2025-11-24,0.01976,1.0,0.00000,-0.01379,0.00000,0.06399
308,AAPL251212C00135000,AAPL,2025-12-12,135.00,call,0.00,141.05,139.50,15,142.60,45,0,0,2025-11-24,0.01976,1.0,0.00000,-0.01432,0.00000,0.06645
310,AAPL251212C00140000,AAPL,2025-12-12,140.00,call,0.00,136.05,134.50,15,137.60,45,0,0,2025-11-24,0.01976,1.0,0.00000,-0.01485,0.00000,0.06891
312,AAPL251212C00145000,AAPL,2025-12-12,145.00,call,0.00,131.07,129.50,15,132.65,25,0,0,2025-11-24,0.01976,1.0,0.00000,-0.01538,0.00000,0.07137
314,AAPL251212C00150000,AAPL,2025-12-12,150.00,call,123.47,126.08,124.50,15,127.65,25,0,1,2025-11-24,0.01976,1.0,0.00000,-0.01591,0.00000,0.07383
316,AAPL251212C00155000,AAPL,2025-12-12,155.00,call,0.00,121.08,119.50,15,122.65,25,0,0,2025-11-24,0.01976,1.0,0.00000,-0.01645,0.00000,0.07629
318,AAPL251212C00160000,AAPL,2025-12-12,160.00,call,112.00,116.20,114.75,15,117.65,25,0,2,2025-11-24,0.01976,1.0,0.00000,-0.01698,0.00000,0.07875
320,AAPL251212C00165000,AAPL,2025-12-12,165.00,call,0.00,111.10,109.50,15,112.70,45,0,0,2025-11-24,0.01976,1.0,0.00000,-0.01751,0.00000,0.08121
322,AAPL251212C00170000,AAPL,2025-12-12,170.00,call,105.25,106.12,104.55,15,107.70,45,0,1,2025-11-24,0.01976,1.0,0.00000,-0.01804,0.00000,0.08368
324,AAPL251212C00175000,AAPL,2025-12-12,175.00,call,0.00,101.12,99.55,15,102.70,45,0,0,2025-11-24,0.01976,1.0,0.00000,-0.01857,0.00000,0.08614
326,AAPL251212C00180000,AAPL,2025-12-12,180.00,call,0.00,96.12,94.55,15,97.70,45,0,0,2025-11-24,0.01976,1.0,0.00000,-0.01910,0.00000,0.08860
328,AAPL251212C00185000,AAPL,2025-12-12,185.00,call,0.00,91.15,89.55,15,92.75,45,0,0,2025-11-24,0.01976,1.0,0.00000,-0.01963,0.00000,0.09106
330,AAPL251212C00190000,AAPL,2025-12-12,190.00,call,85.00,86.17,84.60,15,87.75,45,0,1,2025-11-24,0.01976,1.0,0.00000,-0.02016,0.00000,0.09352
332,AAPL251212C00195000,AAPL,2025-12-12,195.00,call,80.68,81.20,79.60,15,82.80,45,2,3,2025-11-24,0.01976,1.0,0.00000,-0.02069,0.00000,0.09598
334,AAPL251212C00200000,AAPL,2025-12-12,200.00,call,73.95,76.22,74.65,15,77.80,45,0,7,2025-11-24,0.01976,1.0,0.00000,-0.02122,0.00000,0.09844
336,AAPL251212C00205000,AAPL,2025-12-12,205.00,call,65.67,71.25,69.65,15,72.85,25,0,2,2025-11-24,0.01976,1.0,0.00000,-0.02175,0.00000,0.10090
338,AAPL251212C00210000,AAPL,2025-12-12,210.00,call,66.60,66.15,64.75,22,67.55,10,6,127,2025-11-24,0.01976,1.0,0.00000,-0.02228,0.00000,0.10336
340,AAPL251212C00215000,AAPL,2025-12-12,215.00,call,60.37,61.67,60.45,15,62.90,45,1,4,2025-11-24,0.58560,0.97715,0.00151,-0.07612,0.03321,0.10256
342,AAPL251212C00220000,AAPL,2025-12-12,220.00,call,53.00,56.73,55.50,11,57.95,45,0,99,2025-11-24,0.56608,0.96993,0.00197,-0.08811,0.04178,0.10399
344,AAPL251212C00225000,AAPL,2025-12-12,225.00,call,50.00,51.38,49.80,21,52.95,45,1,13,2025-11-24,0.35146,0.99629,0.00051,-0.03038,0.00678,0.11023
346,AAPL251212C00230000,AAPL,2025-12-12,230.00,call,46.62,46.48,45.00,20,47.95,10,8,23,2025-11-24,0.39048,0.98479,0.00160,-0.04941,0.02348,0.11107
348,AAPL251212C00235000,AAPL,2025-12-12,235.00,call,40.28,41.40,40.05,15,42.75,45,1,84,2025-11-24,0.29292,0.99429,0.00091,-0.03287,0.00997,0.11488
350,AAPL251212C00240000,AAPL,2025-12-12,240.00,call,33.70,36.55,35.70,19,37.40,30,0,180,2025-11-24,0.33194,0.9747,0.00290,-0.05805,0.03617,0.11459
352,AAPL251212C00245000,AAPL,2025-12-12,245.00,call,29.25,31.88,30.80,15,32.95,25,2,77,2025-11-24,0.35146,0.94367,0.00526,-0.09209,0.06946,0.11266
354,AAPL251212C00247500,AAPL,2025-12-12,247.50,call,28.37,29.40,28.35,15,30.45,25,1,0,2025-11-24,0.33194,0.93791,0.00602,-0.09351,0.07498,0.11309
356,AAPL251212C00250000,AAPL,2025-12-12,250.00,call,25.10,26.88,26.50,16,27.25,59,35,909,2025-11-24,0.29292,0.94277,0.00639,-0.08202,0.07033,0.11504
358,AAPL251212C00252500,AAPL,2025-12-12,252.50,call,23.91,24.40,23.85,15,24.95,45,1,0,2025-11-24,0.27341,0.93609,0.00747,-0.08310,0.07667,0.11535
360,AAPL251212C00255000,AAPL,2025-12-12,255.00,call,22.70,22.10,21.85,17,22.35,64,21,1884,2025-11-24,0.27341,0.91316,0.00944,-0.09801,0.09688,0.11336
362,AAPL251212C00257500,AAPL,2025-12-12,257.50,call,19.50,19.90,19.55,21,20.25,39,10,0,2025-11-24,0.27341,0.8849,0.01159,-0.11423,0.11901,0.11061
364,AAPL251212C00260000,AAPL,2025-12-12,260.00,call,18.35,17.55,17.40,16,17.70,25,12,379,2025-11-24,0.25390,0.86782,0.01375,-0.11607,0.13112,0.10947
366,AAPL251212C00262500,AAPL,2025-12-12,262.50,call,15.65,15.50,15.25,13,15.75,45,17,0,2025-11-24,0.25390,0.82804,0.01639,-0.13281,0.15620,0.10508
368,AAPL251212C00265000,AAPL,2025-12-12,265.00,call,13.15,13.22,13.20,14,13.25,35,58,1072,2025-11-24,0.23438,0.79915,0.01954,-0.13402,0.17198,0.10229
370,AAPL251212C00267500,AAPL,2025-12-12,267.50,call,11.27,11.30,11.30,1,11.30,52,44,0,2025-11-24,0.23438,0.7448,0.02237,-0.14881,0.19684,0.09583
372,AAPL251212C00270000,AAPL,2025-12-12,270.00,call,9.42,9.43,9.40,48,9.45,129,332,2355,2025-11-24,0.23438,0.6842,0.02476,-0.16093,0.21790,0.08844
374,AAPL251212C00272500,AAPL,2025-12-12,272.50,call,8.36,7.68,7.65,29,7.70,26,589,0,2025-11-24,0.23438,0.61883,0.02654,-0.16935,0.23352,0.08032
376,AAPL251212C00275000,AAPL,2025-12-12,275.00,call,6.20,6.18,6.15,39,6.20,79,1700,2899,2025-11-24,0.21487,0.55328,0.03003,-0.16019,0.24226,0.07233
379,AAPL251212P00277500,AAPL,2025-12-12,277.50,put,6.15,6.12,6.10,80,6.15,26,101,0,2025-11-24,0.23438,-0.51871,0.02775,-0.14309,0.24418,-0.07368
381,AAPL251212P00280000,AAPL,2025-12-12,280.00,put,7.50,7.53,7.50,77,7.55,22,173,602,2025-11-24,0.23438,-0.58676,0.02712,-0.13734,0.23864,-0.08364
383,AAPL251212P00282500,AAPL,2025-12-12,282.50,put,0.00,9.03,9.00,19,9.05,11,0,0,2025-11-24,0.21487,-0.66638,0.02763,-0.11253,0.22287,-0.09505
385,AAPL251212P00285000,AAPL,2025-12-12,285.00,put,10.75,10.78,10.75,19,10.80,62,1047,127,2025-11-24,0.21487,-0.73059,0.02509,-0.09823,0.20238,-0.10466
387,AAPL251212P00287500,AAPL,2025-12-12,287.50,put,12.45,12.82,12.70,31,12.95,13,22,0,2025-11-24,0.23438,-0.76641,0.02133,-0.09833,0.18767,-0.11067
389,AAPL251212P00290000,AAPL,2025-12-12,290.00,put,14.35,14.75,14.30,93,15.20,17,5,31,2025-11-24,0.21487,-0.83623,0.01876,-0.06426,0.15137,-0.12101
391,AAPL251212P00292500,AAPL,2025-12-12,292.50,put,19.15,17.02,16.45,15,17.60,45,3,0,2025-11-24,0.23438,-0.85505,0.01587,-0.06401,0.13963,-0.12476
393,AAPL251212P00295000,AAPL,2025-12-12,295.00,put,0.00,19.12,18.05,15,20.20,45,0,2,2025-11-24,0.21487,-0.90944,0.01239,-0.03096,0.09996,-0.13315
395,AAPL251212P00300000,AAPL,2025-12-12,300.00,put,24.99,24.08,23.05,15,25.10,45,4,7,2025-11-24,0.25390,-0.92247,0.00933,-0.03313,0.08896,-0.13737
397,AAPL251212P00305000,AAPL,2025-12-12,305.00,put,0.00,29.27,28.10,15,30.45,25,0,0,2025-11-24,0.31243,-0.9165,0.00802,-0.05166,0.09408,-0.13911
399,AAPL251212P00310000,AAPL,2025-12-12,310.00,put,0.00,34.27,33.15,15,35.40,45,0,0,2025-11-24,0.35146,-0.92345,0.00668,-0.05529,0.08810,-0.14252
401,AAPL251212P00315000,AAPL,2025-12-12,315.00,put,0.00,39.28,38.10,15,40.45,45,0,0,2025-11-24,0.39048,-0.92815,0.00573,-0.05965,0.08394,-0.14563
403,AAPL251212P00320000,AAPL,2025-12-12,320.00,put,0.00,44.27,43.15,15,45.40,45,0,0,2025-11-24,0.42950,-0.93138,0.00502,-0.06464,0.08102,-0.14855
405,AAPL251212P00325000,AAPL,2025-12-12,325.00,put,0.00,49.28,48.10,15,50.45,45,0,0,2025-11-24,0.46853,-0.93359,0.00449,-0.07019,0.07899,-0.15133
407,AAPL251212P00330000,AAPL,2025-12-12,330.00,put,0.00,54.27,53.15,15,55.40,45,0,0,2025-11-24,0.50755,-0.93507,0.00407,-0.07625,0.07763,-0.15401
409,AAPL251212P00335000,AAPL,2025-12-12,335.00,put,0.00,59.28,58.10,15,60.45,45,0,0,2025-11-24,0.54657,-0.936,0.00374,-0.08278,0.07676,-0.15662
411,AAPL251212P00340000,AAPL,2025-12-12,340.00,put,0.00,64.28,63.15,15,65.40,25,0,0,2025-11-24,0.56608,-0.94331,0.00328,-0.07528,0.06981,-0.16003
413,AAPL251212P00345000,AAPL,2025-12-12,345.00,put,0.00,69.28,68.10,15,70.45,25,0,0,2025-11-24,0.60511,-0.9431,0.00308,-0.08266,0.07002,-0.16249
415,AAPL251212P00350000,AAPL,2025-12-12,350.00,put,0.00,74.28,73.15,15,75.40,25,0,0,2025-11-24,0.64413,-0.94268,0.00291,-0.09044,0.07042,-0.16493
417,AAPL251212P00355000,AAPL,2025-12-12,355.00,put,0.00,79.28,78.10,15,80.45,45,0,0,2025-11-24,0.66364,-0.94774,0.00263,-0.08445,0.06546,-0.16804
419,AAPL251212P00360000,AAPL,2025-12-12,360.00,put,0.00,84.28,83.15,15,85.40,25,0,0,2025-11-24,0.70267,-0.94677,0.00252,-0.09290,0.06642,-0.17040
421,AAPL251212P00365000,AAPL,2025-12-12,365.00,put,0.00,89.28,88.10,15,90.45,25,0,0,2025-11-24,0.72218,-0.95078,0.00230,-0.08782,0.06241,-0.17338
423,AAPL251212P00370000,AAPL,2025-12-12,370.00,put,0.00,94.28,93.15,15,95.40,45,0,0,2025-11-24,0.76120,-0.94948,0.00223,-0.09686,0.06372,-0.17570
425,AAPL251212P00375000,AAPL,2025-12-12,375.00,put,0.00,99.28,98.10,15,100.45,25,0,0,2025-11-24,0.78071,-0.95273,0.00206,-0.09253,0.06042,-0.17858
427,AAPL251212P00380000,AAPL,2025-12-12,380.00,put,0.00,104.28,103.15,15,105.40,25,0,0,2025-11-24,0.81974,-0.95121,0.00201,-0.10213,0.06197,-0.18087
429,AAPL251212P00385000,AAPL,2025-12-12,385.00,put,0.00,109.28,108.10,15,110.45,25,0,0,2025-11-24,0.83925,-0.95391,0.00188,-0.09843,0.05921,-0.18368
431,AAPL251212P00390000,AAPL,2025-12-12,390.00,put,0.00,114.22,113.05,12,115.40,25,0,0,2025-11-24,0.85876,-0.95629,0.00176,-0.09516,0.05674,-0.18645
433,AAPL251212P00395000,AAPL,2025-12-12,395.00,put,0.00,119.28,118.10,15,120.45,45,0,0,2025-11-24,0.89778,-0.95451,0.00174,-0.10543,0.05859,-0.18871
435,AAPL251212P00400000,AAPL,2025-12-12,400.00,put,0.00,124.28,123.15,15,125.40,25,0,0,2025-11-24,0.91729,-0.95653,0.00164,-0.10266,0.05648,-0.19143
436,AAPL251219C00005000,AAPL,2025-12-19,5.00,call,270.20,270.98,269.65,120,272.30,155,2,62,2025-11-24,5.67815,0.99971,0.00000,-0.00922,0.00077,0.00333
438,AAPL251219C00010000,AAPL,2025-12-19,10.00,call,261.50,265.75,264.15,20,267.35,50,0,11,2025-11-24,0.01976,1.0,0.00000,-0.00106,0.00000,0.00683
440,AAPL251219C00015000,AAPL,2025-12-19,15.00,call,253.50,260.77,259.20,20,262.35,50,0,0,2025-11-24,0.01976,1.0,0.00000,-0.00159,0.00000,0.01025
442,AAPL251219C00020000,AAPL,2025-12-19,20.00,call,247.25,256.12,255.00,20,257.25,50,0,10,2025-11-24,4.03917,0.99871,0.00001,-0.02688,0.00307,0.01332
444,AAPL251219C00025000,AAPL,2025-12-19,25.00,call,245.70,250.80,249.20,20,252.40,50,0,3,2025-11-24,0.01976,1.0,0.00000,-0.00265,0.00000,0.01708
446,AAPL251219C00030000,AAPL,2025-12-19,30.00,call,241.24,245.82,244.25,20,247.40,50,0,0,2025-11-24,0.01976,1.0,0.00000,-0.00318,0.00000,0.02049
448,AAPL251219C00035000,AAPL,2025-12-19,35.00,call,236.07,240.82,239.25,20,242.40,50,0,0,2025-11-24,0.01976,1.0,0.00000,-0.00371,0.00000,0.02391
450,AAPL251219C00040000,AAPL,2025-12-19,40.00,call,230.91,235.85,234.25,20,237.45,50,0,4,2025-11-24,0.01976,1.0,0.00000,-0.00424,0.00000,0.02732
452,AAPL251219C00045000,AAPL,2025-12-19,45.00,call,223.70,230.88,229.30,20,232.45,50,0,1,2025-11-24,0.01976,1.0,0.00000,-0.00477,0.00000,0.03074
454,AAPL251219C00050000,AAPL,2025-12-19,50.00,call,220.14,225.97,224.50,20,227.45,50,0,161,2025-11-24,0.01976,1.0,0.00000,-0.00530,0.00000,0.03416
456,AAPL251219C00055000,AAPL,2025-12-19,55.00,call,214.22,221.00,219.50,20,222.50,50,0,80,2025-11-24,0.01976,1.0,0.00000,-0.00583,0.00000,0.03757
458,AAPL251219C00060000,AAPL,2025-12-19,60.00,call,212.15,216.00,214.50,20,217.50,50,0,196,2025-11-24,0.01976,1.0,0.00000,-0.00636,0.00000,0.04099
460,AAPL251219C00065000,AAPL,2025-12-19,65.00,call,206.50,211.00,209.50,20,212.50,50,0,224,2025-11-24,0.01976,1.0,0.00000,-0.00689,0.00000,0.04440
462,AAPL251219C00070000,AAPL,2025-12-19,70.00,call,197.95,206.05,204.60,133,207.50,40,0,824,2025-11-24,0.01976,1.0,0.00000,-0.00742,0.00000,0.04782
464,AAPL251219C00075000,AAPL,2025-12-19,75.00,call,197.59,201.03,199.50,32,202.55,58,0,192,2025-11-24,0.01976,1.0,0.00000,-0.00795,0.00000,0.05123
466,AAPL251219C00080000,AAPL,2025-12-19,80.00,call,190.10,196.03,194.50,24,197.55,55,0,201,2025-11-24,0.01976,1.0,0.00000,-0.00848,0.00000,0.05465
468,AAPL251219C00085000,AAPL,2025-12-19,85.00,call,186.42,191.03,189.50,20,192.55,50,0,382,2025-11-24,0.01976,1.0,0.00000,-0.00901,0.00000,0.05806
470,AAPL251219C00090000,AAPL,2025-12-19,90.00,call,178.29,186.00,184.40,20,187.60,50,0,282,2025-11-24,0.01976,1.0,0.00000,-0.00954,0.00000,0.06148
472,AAPL251219C00095000,AAPL,2025-12-19,95.00,call,173.20,181.05,179.50,24,182.60,55,0,186,2025-11-24,0.01976,1.0,0.00000,-0.01007,0.00000,0.06490
474,AAPL251219C00100000,AAPL,2025-12-19,100.00,call,175.70,176.05,175.65,42,176.45,50,11,2505,2025-11-24,0.01976,1.0,0.00000,-0.01060,0.00000,0.06831
476,AAPL251219C00105000,AAPL,2025-12-19,105.00,call,164.24,171.07,169.50,30,172.65,58,0,139,2025-11-24,0.01976,1.0,0.00000,-0.01113,0.00000,0.07173
478,AAPL251219C00110000,AAPL,2025-12-19,110.00,call,159.59,165.65,165.05,5,166.25,50,0,977,2025-11-24,0.01976,1.0,0.00000,-0.01166,0.00000,0.07514
480,AAPL251219C00115000,AAPL,2025-12-19,115.00,call,154.75,160.47,159.50,25,161.45,50,0,217,2025-11-24,0.01976,1.0,0.00000,-0.01219,0.00000,0.07856
482,AAPL251219C00120000,AAPL,2025-12-19,120.00,call,149.34,156.32,155.00,96,157.65,31,0,1003,2025-11-24,1.22948,0.99708,0.00010,-0.02848,0.00645,0.08136
484,AAPL251219C00125000,AAPL,2025-12-19,125.00,call,147.58,150.85,149.55,25,152.15,35,0,543,2025-11-24,0.01976,1.0,0.00000,-0.01325,0.00000,0.08539
486,AAPL251219C00130000,AAPL,2025-12-19,130.00,call,146.50,145.85,145.25,48,146.45,30,1,2313,2025-11-24,0.01976,1.0,0.00000,-0.01378,0.00000,0.08880
488,AAPL251219C00135000,AAPL,2025-12-19,135.00,call,137.97,140.60,139.55,31,141.65,34,4,768,2025-11-24,0.01976,1.0,0.00000,-0.01431,0.00000,0.09222
490,AAPL251219C00140000,AAPL,2025-12-19,140.00,call,135.00,135.90,134.60,31,137.20,15,5,1448,2025-11-24,0.01976,1.0,0.00000,-0.01484,0.00000,0.09564
492,AAPL251219C00145000,AAPL,2025-12-19,145.00,call,131.08,131.18,130.80,32,131.55,59,8,926,2025-11-24,0.01976,1.0,0.00000,-0.01537,0.00000,0.09905
494,AAPL251219C00150000,AAPL,2025-12-19,150.00,call,126.40,126.30,125.90,52,126.70,36,307,1683,2025-11-24,0.01976,1.0,0.00000,-0.01590,0.00000,0.10247
496,AAPL251219C00155000,AAPL,2025-12-19,155.00,call,121.13,121.62,120.65,10,122.60,35,10,863,2025-11-24,1.01485,0.98967,0.00037,-0.05629,0.01980,0.10374
498,AAPL251219C00160000,AAPL,2025-12-19,160.00,call,117.00,116.90,116.00,14,117.80,52,1,1264,2025-11-24,1.07339,0.98168,0.00058,-0.08603,0.03245,0.10545
500,AAPL251219C00165000,AAPL,2025-12-19,165.00,call,108.27,111.05,110.45,49,111.65,50,0,2454,2025-11-24,0.01976,1.0,0.00000,-0.01749,0.00000,0.11271
502,AAPL251219C00170000,AAPL,2025-12-19,170.00,call,103.75,106.33,106.00,44,106.65,34,1,3993,2025-11-24,0.01976,1.0,0.00000,-0.01802,0.00000,0.11613
504,AAPL251219C00175000,AAPL,2025-12-19,175.00,call,101.65,101.03,100.40,48,101.65,51,2,1733,2025-11-24,0.01976,1.0,0.00000,-0.01855,0.00000,0.11954
506,AAPL251219C00180000,AAPL,2025-12-19,180.00,call,97.05,96.30,95.95,40,96.65,76,8,16119,2025-11-24,0.01976,1.0,0.00000,-0.01908,0.00000,0.12296
508,AAPL251219C00185000,AAPL,2025-12-19,185.00,call,91.40,91.40,90.90,43,91.90,55,185,2510,2025-11-24,0.01976,1.0,0.00000,-0.01961,0.00000,0.12638
510,AAPL251219C00190000,AAPL,2025-12-19,190.00,call,85.54,86.38,86.00,45,86.75,58,4,2927,2025-11-24,0.01976,1.0,0.00000,-0.02014,0.00000,0.12979
512,AAPL251219C00195000,AAPL,2025-12-19,195.00,call,81.83,81.70,81.00,56,82.40,55,11,2656,2025-11-24,0.64413,0.98458,0.00083,-0.05627,0.02800,0.13011
514,AAPL251219C00200000,AAPL,2025-12-19,200.00,call,77.45,76.47,76.15,42,76.80,72,187,7880,2025-11-24,0.44901,0.9976,0.00023,-0.02599,0.00541,0.13615
516,AAPL251219C00205000,AAPL,2025-12-19,205.00,call,71.85,71.50,71.15,45,71.85,55,12,4095,2025-11-24,0.42950,0.99676,0.00032,-0.02771,0.00707,0.13941
518,AAPL251219C00210000,AAPL,2025-12-19,210.00,call,67.15,66.47,66.15,41,66.80,175,28,9238,2025-11-24,0.01976,1.0,0.00000,-0.02226,0.00000,0.14345
520,AAPL251219C00215000,AAPL,2025-12-19,215.00,call,61.60,61.62,61.35,24,61.90,51,46,12170,2025-11-24,0.42950,0.98925,0.00091,-0.04007,0.02049,0.14476
522,AAPL251219C00220000,AAPL,2025-12-19,220.00,call,56.33,56.52,56.30,43,56.75,41,189,18231,2025-11-24,0.31243,0.99777,0.00031,-0.02642,0.00506,0.14985
524,AAPL251219C00225000,AAPL,2025-12-19,225.00,call,52.00,51.67,51.35,42,52.00,125,50,6828,2025-11-24,0.37097,0.98527,0.00139,-0.04338,0.02692,0.15082
526,AAPL251219C00230000,AAPL,2025-12-19,230.00,call,47.64,46.77,46.50,35,47.05,57,30,16139,2025-11-24,0.37097,0.97446,0.00222,-0.05548,0.04296,0.15211
528,AAPL251219C00235000,AAPL,2025-12-19,235.00,call,42.38,41.67,41.65,21,41.70,16,224,12692,2025-11-24,0.29292,0.98488,0.00180,-0.04059,0.02753,0.15759
530,AAPL251219C00240000,AAPL,2025-12-19,240.00,call,37.76,36.83,36.80,24,36.85,25,65,19878,2025-11-24,0.29292,0.97078,0.00315,-0.05273,0.04808,0.15826
532,AAPL251219C00245000,AAPL,2025-12-19,245.00,call,32.23,32.05,32.00,42,32.10,11,296,8469,2025-11-24,0.29292,0.94775,0.00505,-0.06958,0.07714,0.15716
534,AAPL251219C00247500,AAPL,2025-12-19,247.50,call,29.00,29.60,29.50,10,29.70,8,5,0,2025-11-24,0.27341,0.94431,0.00569,-0.06891,0.08112,0.15822
536,AAPL251219C00250000,AAPL,2025-12-19,250.00,call,27.30,27.35,27.35,9,27.35,33,453,31053,2025-11-24,0.29292,0.91306,0.00748,-0.09081,0.11428,0.15375
538,AAPL251219C00252500,AAPL,2025-12-19,252.50,call,25.05,25.02,25.00,10,25.05,57,23,0,2025-11-24,0.27341,0.90533,0.00854,-0.09047,0.12174,0.15398
540,AAPL251219C00255000,AAPL,2025-12-19,255.00,call,22.35,22.73,22.70,20,22.75,25,510,16590,2025-11-24,0.27341,0.87997,0.01013,-0.10239,0.14448,0.15069
542,AAPL251219C00257500,AAPL,2025-12-19,257.50,call,20.20,20.52,20.50,4,20.55,8,23,0,2025-11-24,0.25390,0.86715,0.01171,-0.10201,0.15507,0.14993
544,AAPL251219C00260000,AAPL,2025-12-19,260.00,call,18.70,18.35,18.30,19,18.40,54,646,22891,2025-11-24,0.25390,0.83338,0.01363,-0.11410,0.18039,0.14497
546,AAPL251219C00262500,AAPL,2025-12-19,262.50,call,16.13,16.27,16.25,9,16.30,44,136,0,2025-11-24,0.25390,0.79491,0.01550,-0.12579,0.20522,0.13906
548,AAPL251219C00265000,AAPL,2025-12-19,265.00,call,14.20,14.25,14.20,10,14.30,60,1470,18760,2025-11-24,0.25390,0.75204,0.01726,-0.13654,0.22847,0.13225
550,AAPL251219C00267500,AAPL,2025-12-19,267.50,call,13.16,12.35,12.35,10,12.35,3,16,0,2025-11-24,0.23438,0.71878,0.01993,-0.13398,0.24359,0.12750
552,AAPL251219C00270000,AAPL,2025-12-19,270.00,call,10.53,10.57,10.60,8,10.55,46,4480,30641,2025-11-24,0.23438,0.66552,0.02151,-0.14165,0.26292,0.11858
554,AAPL251219C00272500,AAPL,2025-12-19,272.50,call,9.70,8.88,8.85,22,8.90,71,321,0,2025-11-24,0.23438,0.60923,0.02268,-0.14687,0.27721,0.10899
556,AAPL251219C00275000,AAPL,2025-12-19,275.00,call,7.50,7.32,7.30,34,7.35,7,4279,22584,2025-11-24,0.23438,0.5511,0.02338,-0.14929,0.28572,0.09895
559,AAPL251219P00277500,AAPL,2025-12-19,277.50,put,6.95,7.07,7.05,72,7.10,5,261,0,2025-11-24,0.23438,-0.50762,0.02357,-0.11937,0.28803,-0.10086
561,AAPL251219P00280000,AAPL,2025-12-19,280.00,put,8.30,8.40,8.35,75,8.45,31,1565,909,2025-11-24,0.23438,-0.56565,0.02325,-0.11571,0.28417,-0.11278
563,AAPL251219P00282500,AAPL,2025-12-19,282.50,put,9.14,9.88,9.85,57,9.90,5,46,0,2025-11-24,0.23438,-0.6218,0.02246,-0.10939,0.27455,-0.12445
565,AAPL251219P00285000,AAPL,2025-12-19,285.00,put,11.20,11.53,11.50,42,11.55,24,2252,2157,2025-11-24,0.21487,-0.6916,0.02269,-0.08775,0.25418,-0.13844
567,AAPL251219P00287500,AAPL,2025-12-19,287.50,put,12.40,13.35,13.30,21,13.40,10,16,0,2025-11-24,0.21487,-0.74399,0.02074,-0.07664,0.23236,-0.14960
569,AAPL251219P00290000,AAPL,2025-12-19,290.00,put,14.66,15.32,15.30,12,15.35,24,125,708,2025-11-24,0.23438,-0.76955,0.01796,-0.07868,0.21951,-0.15606
571,AAPL251219P00292500,AAPL,2025-12-19,292.50,put,16.60,17.42,17.40,14,17.45,5,4,0,2025-11-24,0.23438,-0.80984,0.01604,-0.06629,0.19606,-0.16505
573,AAPL251219P00295000,AAPL,2025-12-19,295.00,put,19.35,19.67,19.65,31,19.70,29,284,498,2025-11-24,0.23438,-0.8452,0.01407,-0.05372,0.17193,-0.17317
575,AAPL251219P00300000,AAPL,2025-12-19,300.00,put,25.80,24.48,24.45,8,24.50,10,5,17,2025-11-24,0.27341,-0.86355,0.01108,-0.05842,0.15793,-0.18005
577,AAPL251219P00305000,AAPL,2025-12-19,305.00,put,0.00,29.20,27.90,20,30.50,50,0,0,2025-11-24,0.27341,-0.90782,0.00837,-0.03555,0.11937,-0.19149
579,AAPL251219P00310000,AAPL,2025-12-19,310.00,put,0.00,34.20,33.00,20,35.40,30,0,0,2025-11-24,0.31243,-0.91164,0.00710,-0.04191,0.11567,-0.19568
581,AAPL251219P00315000,AAPL,2025-12-19,315.00,put,0.00,39.27,38.05,20,40.50,30,0,0,2025-11-24,0.35146,-0.91391,0.00619,-0.04877,0.11345,-0.19957
583,AAPL251219P00320000,AAPL,2025-12-19,320.00,put,0.00,44.22,43.05,20,45.40,30,0,1,2025-11-24,0.39048,-0.91515,0.00551,-0.05609,0.11221,-0.20328
585,AAPL251219P00325000,AAPL,2025-12-19,325.00,put,0.00,49.27,48.05,20,50.50,30,0,0,2025-11-24,0.42950,-0.91568,0.00499,-0.06384,0.11169,-0.20686
587,AAPL251219P00330000,AAPL,2025-12-19,330.00,put,0.00,54.25,53.10,20,55.40,30,0,0,2025-11-24,0.44901,-0.92531,0.00435,-0.05860,0.10190,-0.21202
589,AAPL251219P00335000,AAPL,2025-12-19,335.00,put,0.00,59.27,58.05,20,60.50,30,0,0,2025-11-24,0.48804,-0.92427,0.00405,-0.06710,0.10298,-0.21531
